18	99	68	41	18	31	78	68
17	57	21	60	57	41	60	4
52	16	52	19	1	30	19	13
73	78	33	65	33	86	68	68
70	64	92	67	64	12	15	92
37	58	4	3	53	58	45	4
29	83	78	30	44	81	29	81
82	62	22	55	9	55	19	22
86	89	86	79	27	64	73	89
96	64	19	1	40	1	83	83
52	48	66	99	21	92	30	82
95	63	82	1	94	53	89	41
7	76	37	36	76	13	87	87
79	53	75	73	53	20	32	61
2	88	27	32	15	17	54	77
63	53	51	96	53	68	79	96
44	59	3	59	97	44	43	69
21	87	18	28	89	59	74	36
29	13	16	70	44	18	18	70
5	66	66	99	39	51	97	97
56	97	36	40	17	98	91	76
19	15	91	13	56	26	93	75
52	32	14	15	90	50	94	76
58	64	45	11	11	26	40	45
57	40	98	57	17	66	5	66
27	1	93	87	31	10	1	93
15	22	22	7	73	24	77	77
94	78	4	44	27	94	4	85
3	36	96	92	87	36	92	74
56	77	5	37	20	78	4	50
16	38	32	2	65	44	2	38
68	68	1	86	72	62	98	98
41	96	80	67	4	4	9	80
14	79	14	92	10	94	10	23
19	95	63	87	95	41	63	12
98	68	81	30	98	81	66	94
52	95	11	65	63	76	17	79
22	16	60	75	22	52	98	60
33	74	48	53	74	99	14	53
44	44	98	73	98	26	85	55
73	87	95	97	77	73	7	7
36	44	36	44	6	51	95	77
48	82	26	29	38	1	29	26
88	88	62	24	21	85	13	21
95	51	4	80	49	29	32	23
56	32	82	74	32	82	80	18
38	10	13	62	94	84	10	84
41	54	26	36	57	78	76	30
94	15	47	15	97	68	85	47
58	9	2	65	11	63	2	9
72	20	18	9	39	39	3	20
24	49	52	16	60	95	16	60
5	83	46	91	87	5	87	93
93	50	83	31	56	56	81	83
5	84	46	77	46	88	91	5
7	38	2	43	21	75	7	38
77	34	82	32	73	23	10	56
12	8	80	99	69	80	33	12
89	9	27	95	61	98	10	19
52	76	87	62	87	81	52	9
91	91	85	75	17	53	53	1
31	99	89	10	88	10	24	24
65	14	18	2	2	11	18	32
97	77	41	35	41	31	31	28
44	7	7	37	37	1	43	27
6	2	6	31	29	56	29	67
61	88	27	8	42	8	84	42
8	89	99	70	28	20	28	8
96	57	76	34	57	33	33	73
42	22	20	31	22	20	92	4
57	52	64	84	28	64	11	52
40	13	75	66	13	40	70	94
8	14	81	89	85	81	89	36
13	44	4	44	69	9	91	4
30	33	4	12	30	16	4	94
47	75	18	1	44	30	32	45
8	47	58	79	54	47	79	98
96	90	80	1	77	98	60	66
14	88	76	18	76	45	30	88
8	16	25	92	34	17	25	8
65	65	26	21	51	26	84	80
95	86	85	94	59	48	85	48
12	12	37	99	39	26	1	99
54	65	77	97	97	25	76	54
75	10	60	2	1	78	2	75
11	6	3	95	6	24	24	81
52	33	31	33	79	36	60	52
98	25	25	78	69	55	28	55
32	1	82	63	1	63	97	29
88	10	70	76	70	88	23	71
92	7	72	68	92	87	60	87
49	22	22	17	5	76	26	76
67	51	92	1	1	74	3	3
69	53	51	49	69	53	18	54
51	97	76	51	58	77	15	58
73	24	15	15	42	24	50	26
67	88	51	30	21	60	79	79
92	92	72	65	72	94	55	59
85	56	77	16	70	98	16	77
62	17	62	39	49	55	22	22
25	21	53	13	10	25	10	81
66	72	32	76	79	40	9	9
19	12	63	12	55	69	69	48
87	41	5	37	9	87	50	9
20	98	98	20	66	90	51	88
54	15	45	40	30	54	30	51
43	30	11	30	39	58	37	58
81	28	84	47	32	28	53	53
14	83	32	41	32	51	47	51
5	57	14	5	57	13	56	97
44	80	80	28	74	60	60	97
6	46	32	11	47	43	43	47
63	75	93	35	3	49	83	14
96	99	43	4	96	92	43	10
75	84	40	68	94	84	75	83
16	50	68	97	29	75	40	60
82	94	27	27	19	96	19	36
8	75	67	97	97	75	71	21
58	35	32	35	42	83	67	83
48	74	7	24	18	7	24	75
34	49	99	30	49	11	30	43
41	59	89	48	63	59	89	35
81	26	12	26	44	37	44	31
4	51	60	85	28	85	46	49
38	47	65	69	65	94	66	94
